timestamp,u10_pred,v10_pred,t2m_pred,t850_pred,z500_pred,u10,v10,t2m,t850,z500
2018010612,-2.0544457,-0.35636383,280.28384,273.18164,53909.06,1.4434689,0.4570759,282.90744,272.7641,53838.65
2018010712,-3.6441555,-2.2409725,278.27463,274.27686,54788.46,-2.648961,-2.7328107,276.3354,268.81802,54587.62
2018010812,-2.4038143,-0.93712246,273.84595,271.22324,54848.324,-3.6621094,-0.56742126,275.12344,271.33572,55246.617
2018010912,-6.982525,1.5300642,273.7208,275.83624,55031.44,-5.5688953,3.1308708,276.8337,276.95483,55248.73
2018011012,-0.85101014,-0.13158543,277.57327,275.7131,54270.637,-1.4010983,2.2205727,278.13138,273.7576,54185.176
2018011112,-0.6617943,-1.4345642,277.85956,273.33008,54207.87,-0.7712452,0.69645464,277.63904,271.2856,53961.05
2018011212,-3.4253037,-0.7061708,274.75012,272.2846,55046.08,-4.031408,-0.206157,274.5394,270.25818,54648.94
2018011312,-5.031372,0.7908183,272.09937,267.79245,54382.695,-5.866057,0.847988,273.166,265.22134,54475.793
2018011412,-3.8505042,2.7432466,271.85068,266.28864,53953.344,-3.725633,1.8175818,271.22247,266.37405,53937.32
2018011512,1.3034872,5.869776,274.98242,271.9554,54030.88,-0.5752909,6.0264754,273.158,267.48843,53545.215
2018011612,3.6119192,4.5297527,276.4569,270.98666,51488.285,0.6521151,4.6846366,274.76862,271.56125,51611.223
2018011712,6.067836,-0.55978024,275.31848,266.1813,50317.562,2.582588,1.7198538,275.4583,267.09927,50721.758
2018011812,0.3638149,5.745286,276.06064,268.289,51738.094,-0.93597597,7.2288594,275.65366,268.79004,51628.61
2018011912,7.7630486,-0.012848094,277.20038,266.62927,51408.555,4.455997,-1.5271325,275.98856,265.95837,51616.156
2018012012,1.4740409,-1.6907057,273.94254,268.87473,52250.68,1.7664706,2.6070924,275.7693,265.78296,51541.684
2018012112,-1.0741764,-4.7269983,272.93265,265.83072,52957.387,0.7920824,-2.6680248,274.30417,264.96042,51674.89
2018012212,-1.6402216,2.5789409,273.48676,265.20508,52883.055,-2.6500378,3.9467351,272.6776,265.099,52612.05
2018012312,4.346388,-2.064255,275.63812,270.4661,53713.293,2.32634,-0.24568744,274.6271,266.40207,54019.08
2018012412,3.0514731,2.4490943,279.62027,274.86502,55343.008,2.473844,3.9313622,279.94333,276.12347,55267.76
2018012512,1.0769011,4.1806355,280.73578,279.20883,54846.395,1.6684934,4.069719,282.2397,276.31216,54895.387
2018012612,1.962451,-0.89601684,276.37122,271.5456,54165.4,0.82115257,1.7473054,279.04834,275.3658,54422.227
2018012712,2.3788195,1.2779831,278.57486,269.35065,54444.734,1.3691785,0.5218619,279.22375,270.45425,54768.29
2018012812,5.1005025,1.662355,279.44672,274.5877,55943.367,6.9969425,0.10898843,280.63104,270.56628,55100.484
2018012912,6.4783587,1.3570254,282.49362,279.28177,55794.58,6.521054,2.0602548,283.61508,273.04562,55096.023
2018013012,6.048591,-1.781088,279.97778,268.77133,54316.49,9.518508,-2.4978242,278.86893,267.05505,53733.867
2018013112,4.823278,4.406228,280.7891,273.1197,53511.668,1.1570742,5.646544,279.6284,271.7175,53783.67
2018020112,4.72565,1.3817886,278.94717,268.43542,51561.176,1.2765849,-1.4952885,277.5274,269.99582,52305.223
2018020212,6.313046,-1.8993973,275.99588,266.15097,51203.38,2.4027836,1.4892595,278.11346,267.75525,51952.117
2018020312,2.3269691,2.0422971,277.3843,267.05475,53284.12,1.6792601,1.0390518,277.70282,267.1789,51836.996
2018020412,-0.54814374,-0.7961289,275.00943,263.90466,52775.254,2.5341377,-2.6790054,274.26828,265.53235,52270.22
2018020512,3.195553,-1.3552445,271.8419,261.76212,52348.277,-1.3160412,-2.6976726,271.85434,260.48666,52591.14
2018020612,-1.3127626,0.8747476,270.5504,264.57404,52977.207,-1.9458942,1.6364006,271.57727,260.86255,52639.535
2018020712,-0.62254137,0.027880415,269.77817,259.90775,53013.742,-1.4269384,1.1038377,274.99188,270.72253,53413.414
2018020812,-0.4808454,-0.5586183,271.71387,261.06992,53267.523,0.36572036,-3.1687436,273.7002,268.5645,53395.56
2018020912,-1.2106626,1.222497,271.91467,267.5024,53120.164,-0.8444589,0.31871936,272.36664,267.98962,53311.688
2018021012,1.1956967,1.0301808,274.3846,267.37744,53130.305,1.1140074,1.0950532,271.80652,267.826,53211.84
2018021112,2.4844646,4.3228045,277.76813,266.99734,53042.977,0.8383793,4.2498016,276.50482,266.28412,52750.19
2018021212,4.4759803,-0.5875937,276.52527,265.86514,52520.32,4.103925,-0.6893068,277.94202,267.02707,52177.652
2018021312,-0.34070373,-2.1365747,275.6872,264.69135,52460.04,0.5724414,-0.21054928,275.4962,264.37817,52064.883
2018021412,-3.372197,0.6567196,275.04047,263.98465,52681.766,-2.46162,-2.5977485,273.77194,263.78265,52289.246
2018021512,-2.0967355,5.0583076,275.71747,270.29514,53942.77,-1.1922239,2.7531354,273.6683,263.93744,53691.11
2018021612,5.270233,-1.1719236,280.193,268.4664,53936.918,4.164219,-2.232092,279.10016,267.3027,53555.785
2018021712,-3.269826,2.0364995,275.81757,268.51343,54055.84,2.063632,-0.30937538,277.21246,265.41443,53564.477
2018021812,2.7811596,-3.3044105,276.5289,264.41428,53607.336,0.5121477,-1.9993016,275.96463,263.2284,53488.594
2018021912,2.5592282,-0.7000953,279.55655,267.34802,53502.445,-2.3356495,2.7366645,276.08224,267.74936,53250.605
2018022012,-1.2710111,-1.0579983,277.00714,264.49738,53366.652,-2.852452,-0.92209715,274.78854,269.19244,52893.74
2018022112,-0.89562786,-1.3796736,275.74216,262.4495,53285.15,-2.5488305,-3.1061537,274.34006,264.53296,53013.086
2018022212,-3.2789965,-3.0258002,275.74066,262.75217,52990.594,-3.7859266,-2.0256553,273.8676,260.58542,53157.336
2018022312,-3.3031895,-3.792112,274.82886,262.3671,53935.863,-1.4678519,-2.879952,270.9733,261.4846,53309.336
2018022412,-4.146251,-4.684735,272.12933,257.367,53062.004,-2.4433167,-6.6507163,269.09756,256.42563,52595.605
2018022512,-2.395853,-4.3024435,268.2456,255.00514,50898.83,-1.9469709,-2.4813533,266.16934,255.21837,51850.387
2018022612,-1.372773,-2.8070138,267.15955,254.37643,51083.004,-1.693953,-3.1325073,265.15073,253.61311,51608.875
2018022712,-3.9318092,-1.4139538,267.44766,255.08307,50973.848,-3.9625008,-2.4011943,265.14676,253.08983,51283.254
2018022812,-4.0083003,-2.3531277,267.05228,254.76305,51752.496,-3.7837732,-1.7665112,265.68695,255.31271,51961.984
2018030112,-2.665642,-0.74612606,265.3197,256.89905,51982.96,-3.0268729,0.49880245,266.88095,258.1326,52152.75
2018030212,-4.463168,1.6917676,269.81656,260.79355,52172.438,-4.42224,-0.28521788,268.7906,260.92593,52016.957
2018030312,-2.8857512,2.553643,270.47058,268.0674,52550.207,-2.514377,-0.67173773,268.86633,261.22516,52057.836
2018030412,-3.2122164,2.1464565,271.2711,268.20886,52604.367,-2.0987816,3.4932332,273.25964,269.03473,52665.145
2018030512,-2.1238678,4.78398,277.06918,276.6155,52976.105,0.494921,3.5646076,276.8118,275.46603,53040.336
2018030612,-0.5224426,2.234267,278.63898,272.688,52436.35,-2.3980966,0.5833537,276.70215,272.03442,52615.81
2018030712,3.6529438,0.23220457,279.8556,270.2611,52185.094,3.7787704,1.1960754,276.52277,268.06332,52016.254
2018030812,4.153594,0.01729627,280.8186,271.35678,52503.074,6.248656,0.53613675,280.41974,270.05478,52359.73
2018030912,1.7836378,3.2551818,286.04227,272.64243,53632.203,7.0701566,0.4537817,282.0802,269.8661,52456.285
2018031012,1.5418352,3.4165332,285.68707,277.7705,54039.914,0.45723748,3.7908094,284.39648,274.97076,53932.62
2018031112,-2.3635125,3.4076588,290.98325,280.13556,53853.824,-1.2029907,3.6996698,287.8908,278.2004,54198.332
2018031212,1.7135957,-0.16203807,286.52493,277.42004,53279.45,0.8168459,6.0165925,286.47552,277.30124,53019.19
2018031312,5.946819,-0.8849244,285.76218,274.4913,53084.7,5.0481668,1.8560141,285.439,273.6854,52957.875
2018031412,1.9076902,-0.90583754,281.46796,269.12183,53285.297,4.728395,-1.7566286,278.41644,268.38467,53063.594
2018031512,-4.4567676,3.2051609,285.2672,273.0308,53692.74,-3.5178351,0.6876701,278.92276,267.85547,53389.92
2018031612,3.1083846,-0.66505635,283.5728,274.4087,53131.254,-3.9592707,-4.1767697,272.90485,270.75052,52704.145
2018031712,-4.773709,-3.340661,270.12714,261.71396,52501.64,-6.0146375,-2.0487146,268.1547,260.1609,52439.84
2018031812,-7.043376,-3.57488,271.691,259.92606,52896.355,-7.3249474,-2.1596196,268.64307,260.37906,52686.523
2018031912,-3.6961334,-2.6014664,272.94086,261.4773,53005.53,-3.7267096,-1.8477682,270.1281,260.67093,52663.266
2018032012,2.034973,-3.5839803,275.84183,262.87354,52453.457,0.67364854,-2.7701452,274.55533,262.48254,52186.348
2018032112,2.7962098,-3.7771194,274.66077,261.28775,52547.99,1.7460138,-3.8012307,275.4902,261.9327,52945.42
