timestamp,u10_pred,v10_pred,t2m_pred,t850_pred,z500_pred,u10,v10,t2m,t850,z500
2018010200,0.024370268,2.9580235,275.4657,271.87088,52851.18,-0.12847205,3.1627147,275.21313,271.42123,52858.73
2018010300,2.331225,1.4395751,276.22403,269.064,52711.914,2.0507119,1.4563175,275.8231,268.69275,52679.008
2018010400,6.3324947,2.8938792,278.53964,270.94748,51622.707,5.9708743,3.570098,279.5646,271.30035,51677.71
2018010500,0.1702468,4.542099,278.48535,273.72906,52500.402,0.15469266,5.2567296,279.12408,274.474,52585.5
2018010600,1.2154113,1.7684581,279.82358,273.9632,53362.664,0.6090482,1.9811939,279.1759,274.35312,53367.6
2018010700,-0.07410033,-1.7096641,278.0768,273.07785,54122.125,0.035182085,-2.8481078,279.07623,272.80536,54161.684
2018010800,-3.860144,-1.1527927,273.4014,270.57687,55007.51,-3.278814,-1.2646942,272.78125,269.3192,55019.902
2018010900,-5.1869187,2.0563564,272.2094,273.6052,55528.48,-5.2771173,0.6097073,270.23376,274.1217,55582.105
2018011000,-2.3379614,3.6189408,278.00647,277.37802,54609.26,-2.852452,2.6213675,278.50015,276.8266,54681.832
2018011100,-0.37667376,0.38120148,276.5409,271.58865,53645.4,-0.48162043,1.0500325,276.50482,271.1441,53750.78
2018011200,-2.3606725,-1.0022606,274.65613,270.85886,54331.1,-2.0998583,-1.0933957,275.02377,271.32983,54294.188
2018011300,-5.044864,-0.24427481,272.87894,267.7772,54755.562,-4.247819,0.07055606,273.11215,265.64587,54772.28
2018011400,-4.782885,1.0094934,270.77936,266.40277,54170.395,-4.5805106,0.32640582,271.10486,265.33926,54150.17
2018011500,-2.936058,1.6780518,267.8774,265.1788,53714.453,-3.4166281,1.9647229,267.8218,264.83954,53863.55
2018011600,-1.6752094,7.205696,271.02557,271.5584,52862.055,-1.6196626,7.044384,270.9115,271.60107,52830.773
2018011700,4.302936,1.5360458,274.45206,268.1275,50684.086,5.4971385,1.6781272,274.659,267.51938,50662.32
2018011800,5.3755956,0.28896663,273.94498,265.6272,51055.758,5.10846,0.43731067,273.50882,265.9112,51145.816
2018011900,9.825763,-1.679301,275.53207,267.416,51133.117,11.053843,-0.7859368,275.56796,266.6615,50999.688
2018012000,1.9057106,1.6906134,273.67563,266.34027,51846.96,1.4639257,1.2575673,273.1839,266.32834,51853.207
2018012100,-1.8741356,1.1154048,271.02576,266.23264,51428.04,-1.7445565,0.6437474,270.80585,266.21338,51381.926
2018012200,0.3082068,-0.32222652,270.56033,263.86563,52176.29,1.8138441,-0.44004542,272.0776,263.21957,52215.477
2018012300,-2.570045,1.559238,271.40494,266.1305,52872.92,-1.76932,2.01743,270.8218,266.00406,52779.09
2018012400,-0.21882872,3.3511114,274.3585,269.8748,54751.113,-0.47300705,3.605236,274.69885,269.51675,54772.984
2018012500,0.9767609,5.124116,278.30667,279.57153,55185.895,1.7212503,5.2885737,278.6357,280.74466,55211.375
2018012600,-0.14928608,3.7857988,275.86813,277.5083,54654.438,0.51430106,3.3823283,276.01843,276.6217,54639.777
2018012700,1.6986719,0.53053445,275.2766,273.90057,54694.965,2.7451653,0.6525319,277.63306,274.13202,54704.855
2018012800,0.854646,3.036293,276.31256,271.23825,55101.543,1.9968783,3.2198143,276.3394,270.08572,55122.336
2018012900,7.2605305,0.9443596,281.19183,274.54202,55218.586,7.179977,0.56358844,281.37256,274.99435,55246.85
2018013000,9.195313,-1.5212529,280.2243,271.49142,53478.918,9.531428,-1.5370151,281.58188,271.89734,53497.285
2018013100,3.144095,1.1318164,274.7575,268.2136,54060.42,2.1939092,0.92814696,273.56265,268.45248,54064.656
2018020100,1.9158962,5.284933,278.32513,273.61276,53081.703,1.3993254,4.6022816,279.10016,273.04858,53031.88
2018020200,0.95255524,1.6322063,274.38422,268.33658,51987.887,0.89974964,1.6023605,274.1766,267.6653,52081.8
2018020300,1.0781144,2.31715,273.181,267.6002,52012.35,1.4283955,2.1228447,274.51944,267.42358,51938.49
2018020400,1.7713614,-1.3559748,273.6832,266.0728,51883.125,2.427547,-1.1340243,274.61713,266.78677,51839.348
2018020500,-1.0001197,-2.2221866,272.52817,263.3166,52616.01,-0.25228932,-2.4846475,272.1932,263.36697,52632.254
2018020600,1.0251724,0.053826243,267.337,259.76822,52600.03,2.0130284,0.080438666,266.54208,259.72015,52593.96
2018020700,-2.5184917,1.7751638,268.06073,266.2768,53146.85,-2.724328,2.195317,268.665,268.89026,53141.36
2018020800,-0.4388134,-1.922882,271.85406,269.37244,53367.33,-0.8240021,-1.6402334,270.21582,268.6102,53316.62
2018020900,0.4116158,-1.0342209,269.10254,267.12543,53380.617,0.12562253,-1.5249363,268.0949,267.41327,53435.26
2018021000,-1.8738624,0.81206423,269.78143,267.78226,53210.258,-1.5399889,0.36703435,268.74274,267.29092,53221.004
2018021100,-0.59912175,1.9820418,270.59778,266.28918,53021.95,-0.054181684,2.0569606,270.78992,266.57745,52991.0
2018021200,1.472129,1.962429,274.2976,268.6127,52482.723,1.8332242,2.0547645,274.72476,267.97046,52487.062
2018021300,2.084985,0.02496852,272.15164,265.38895,52154.875,2.1809893,-0.27862948,272.259,265.01053,52171.78
2018021400,-1.4932401,-1.0676423,271.13943,264.41913,52015.586,-1.0188798,-1.196614,269.57596,264.25583,52013.2
2018021500,-0.6610861,-1.8521007,271.77274,264.05176,52685.215,0.39263716,-1.8499644,271.62512,263.2343,52709.08
2018021600,-0.4000551,3.6145146,272.71518,269.1937,53894.79,0.06855892,3.5777843,272.9706,267.95865,53890.098
2018021700,3.0256262,0.93648887,273.38052,266.42566,53534.29,2.8754425,0.76673096,273.09222,265.609,53656.81
2018021800,0.32314676,-2.1513205,273.90216,265.73965,53235.797,0.33557355,-1.9290253,273.67227,265.06656,53281.38
2018021900,-0.15025309,1.6266524,272.2373,266.04474,53457.562,0.567058,0.85677254,272.91083,264.98843,53447.01
2018022000,-2.4740279,0.9525801,271.9047,268.32568,52948.207,-2.6241975,1.3377262,270.65836,268.37875,52967.508
2018022100,-1.7046052,-1.8775395,269.93256,268.6585,53032.742,-1.9738877,-2.0585973,269.57196,268.38318,53054.668
2018022200,-2.0832021,-1.8037907,269.86063,261.65564,52997.035,-2.176302,-2.0344398,269.18924,261.71896,52939.55
2018022300,-2.877935,-1.8438519,267.3775,261.39044,53106.547,-3.0807064,-1.7928648,267.7959,261.32245,53170.492
2018022400,0.66348374,-1.7582847,266.15375,263.5189,53411.05,0.43139735,-1.3668146,264.80588,264.0126,53383.812
2018022500,-1.9586159,-2.782965,262.16916,256.6774,52066.5,-2.7781615,-2.4802551,263.60788,255.94214,52046.09
2018022600,-2.003597,-2.2440152,262.5572,254.20064,51687.348,-1.5378356,-2.1618156,263.59592,254.39879,51732.688
2018022700,-2.4518652,-2.4476986,261.45444,253.11536,51376.816,-2.8653722,-1.6940387,260.96072,254.65233,51489.996
2018022800,-4.2762895,-2.3431337,260.80975,253.66289,51485.492,-3.7277863,-1.4788175,262.12485,254.7334,51458.75
2018030100,-2.2121165,-1.2649438,260.7933,255.94548,52153.82,-2.1655352,-1.0890034,262.82053,256.29297,52151.34
2018030200,-2.895312,-0.0043376237,262.2181,258.78305,51975.15,-3.5985856,0.33299425,261.74213,260.01938,52135.836
2018030300,-2.5087626,-1.9208575,261.2177,260.14117,51499.07,-2.748015,-1.7544324,261.8996,260.30682,51673.953
2018030400,-1.7256889,0.95069426,261.78625,265.4214,52307.49,-1.3784882,1.0291692,263.32285,264.55948,52360.902
2018030500,-2.1010725,3.1132636,268.58997,271.54553,52942.215,-2.501457,3.374642,269.04373,272.25555,52928.04
2018030600,-1.8889817,1.985764,272.47403,274.07492,52840.883,-1.3386513,2.4314017,272.95667,275.0091,52827.72
2018030700,-1.145928,2.051518,274.16,270.19244,52137.855,-0.27920613,2.4917953,273.58856,269.31628,52085.793
2018030800,2.113812,2.2717364,275.5355,272.26804,52430.26,3.02187,2.2392397,277.2304,272.0875,52443.13
2018030900,0.83075446,4.169612,276.8001,272.6729,52617.668,-0.13600875,3.6304915,275.57193,272.89676,52585.74
2018031000,1.2406508,1.2266843,274.32733,270.9061,53501.254,1.3411851,2.3314774,273.20184,270.06363,53497.992
2018031100,0.3889665,2.545182,279.22702,278.00195,54301.793,0.8965196,2.664192,280.42374,278.36993,54240.387
2018031200,-3.2938957,2.9302738,282.59164,279.53418,53924.883,-2.6920278,2.8157253,280.73868,277.48846,53899.965
2018031300,4.150383,2.7401042,281.97726,275.12134,52826.984,5.406698,2.7674103,282.36923,274.97812,52807.28
2018031400,2.6585019,1.2582953,279.91727,273.12082,52973.66,2.053942,1.4134929,280.08887,273.08102,52982.31
2018031500,0.16174084,-0.81909966,276.24063,268.45972,53071.867,0.5853614,-0.8452324,276.0942,268.2977,53040.57
2018031600,-5.4156218,-0.39772677,275.81314,270.96826,53426.03,-5.4569216,-0.7024836,275.9088,271.19717,53410.125
2018031700,-4.67826,-3.7242632,269.32455,262.75195,52333.336,-3.7224028,-3.257687,268.96997,262.5076,52299.35
2018031800,-7.1671276,-2.5247524,266.80743,259.85837,52557.664,-6.7370844,-1.4810137,266.25504,258.62787,52619.8
2018031900,-4.3169026,-1.0198935,265.70505,261.13525,52621.45,-4.0690913,-1.4272083,265.13678,260.05475,52621.21
2018032000,0.18700385,-1.177804,267.56265,262.3792,52427.195,1.5209893,-1.7324711,266.78928,262.40442,52468.035
2018032100,0.7682983,-4.3097,272.3198,263.42957,52406.816,0.14392595,-3.835271,271.79056,262.87317,52301.934
2018032200,2.4922836,2.227588,271.72327,264.66226,53009.312,3.097237,2.01743,270.1321,265.04886,53074.87
2018032300,1.5223897,1.5715598,274.18866,268.92767,53067.547,1.9236647,1.2905092,274.61713,268.68536,53014.492
2018032400,-0.07468061,-0.18954517,274.89288,267.2672,53100.4,0.5842848,-0.3005908,274.46564,267.17447,53105.883
2018032500,-0.79149175,2.278524,273.7511,270.94333,53628.098,-1.3138878,2.0240185,272.1693,270.0533,53611.7
2018032600,0.34522527,2.431478,273.8446,270.4176,53695.957,1.2141378,2.8343925,273.34537,270.09015,53683.355
2018032700,1.8187355,-1.8459133,277.40195,269.54718,53187.78,1.6340399,-2.5318644,277.651,268.77234,53127.734
2018032800,-1.6235722,1.4681505,273.80014,266.95004,52728.676,-2.6112776,1.7505996,272.77527,266.5362,52735.156
2018032900,-3.236252,3.198793,277.8886,273.05344,52868.32,-2.6446543,2.779489,278.1294,273.53796,52916.055
2018033000,1.3944086,1.8104558,275.63538,270.4001,52751.86,2.421087,2.1590807,276.13208,270.183,52618.39
2018033100,-3.3878317,0.38476425,278.81842,274.44916,53423.055,-4.0012608,1.188389,279.7161,275.31863,53443.016
2018040100,4.7785645,-1.7978665,278.92892,274.56738,52621.863,6.063468,-1.4436793,278.1274,274.9752,52503.508
2018040200,8.103739,-2.6185064,274.4326,266.6475,52257.215,7.9002705,-1.9114561,274.96796,267.27322,52287.84
2018040300,-1.4189821,2.7968621,276.12943,274.5634,54081.58,-1.6573461,2.9760432,276.31744,275.15796,54055.023
2018040400,-0.6288394,3.0165281,282.86243,282.2077,54631.51,-1.5895158,3.0979288,282.24365,282.36462,54581.75
2018040500,1.690545,1.6518135,283.67447,281.48718,54335.324,2.712865,2.290849,283.87222,282.0094,54273.984
2018040600,5.994522,-2.4999464,279.6598,270.8073,53796.355,6.327253,-1.5644667,280.15662,272.19806,53910.305
2018040700,-2.7119668,1.4213996,275.95056,277.22284,55704.324,-2.5520606,1.8351508,275.44836,277.93655,55703.094
2018040800,-1.7800825,3.5816274,283.2984,280.6457,55723.15,-1.5367589,3.50641,282.7958,278.45837,55661.51
2018040900,0.010078352,3.283365,284.90198,280.32504,54855.11,0.034105413,3.5184886,283.26425,280.21988,54722.004
2018041000,-1.945335,2.2134383,284.93982,284.27112,54991.96,-2.2172155,1.933977,285.57452,284.53592,55006.746
2018041100,-2.5722268,1.0558399,285.28668,279.39017,54499.13,-3.0882432,0.00027972693,286.14664,279.84546,54510.797
