date,price,lear56,lear84,lear1092,lear1456
20190101,28.32,32.30355350272894,34.29930222468269,28.54076876533504,29.262489566206675
20190102,-33.57,3.233793363831866,-17.34208794334915,-19.451713423044886,-15.314448110659765
20190103,42.91,48.686152102724876,46.291745171298274,44.50527148169813,44.28736447434695
20190104,50.73,49.12083664731117,48.67597247341237,45.620693131683424,47.57120193890986
20190105,26.9,29.546540146399753,30.561036413826134,30.957626741431874,32.63967400602439
20190106,50.29,46.95222758325845,46.571888213595386,44.667955474272176,44.79461663850647
20190107,46.03,49.69506045137902,49.40320134725614,45.617626638243834,47.141002586822914
20190108,17.94,-4.3440557677564895,7.67782820376611,8.94118603244576,11.903473280794497
20190109,20.04,22.50455332261074,19.6685152219059,20.310755552351445,21.284177276774745
20190110,46.48,45.63967510908445,42.88078718645767,43.63704834386276,44.563965228897175
20190111,47.84,54.39355072718813,52.03828551741458,47.981902234932896,49.01531581600295
20190112,47.24,39.7049159573559,40.481243478860115,38.485078445622115,39.13134011712933
20190113,23.35,25.75189755627259,24.3708843026786,29.193117625491606,29.896463751830602
20190114,-3.14,-15.034690945469952,-17.568596639377326,-4.594306187261177,-0.2486304397119298
20190115,35.18,35.45533816431602,33.18478611523558,34.31651625375008,33.97719048623283
20190116,29.23,32.00223926810857,33.65284672484072,30.64942272164542,31.605297543666488
20190117,26.35,26.598801520518357,28.098822761163284,29.074137805707302,30.08282798328084
20190118,42.26,37.86051434889024,38.77191003155471,39.58583093686482,40.29955928681856
20190119,52.470000000000006,52.75501328755598,52.373711995351286,51.682428425014145,53.40128321523812
20190120,47.74,51.347868756011145,52.497150259953614,48.99616741357459,49.69610543041853
20190121,55.54,53.147915606159074,53.41969046997161,51.49755639123994,50.84699967999667
20190122,54.19,53.36939214876618,54.055487596433906,54.41284319419028,54.82780360995374
20190123,53.2,51.68075908944938,51.29810889309806,49.34290035594582,50.35320747412777
20190124,61.88000000000001,58.062314922524614,58.19370320219898,60.371594769807665,61.41860483088146
