date,price,lear56,lear84,lear1092,lear1456
20190320,34.69,36.2388040740893,36.82285993671286,32.673961241060404,33.33511199919559
20190321,33.1,35.285737546266496,35.78478404033414,33.222054890385934,33.633943859581684
20190322,36.28,37.09013071424958,38.65012844101783,38.680702421451976,38.65917763117383
20190323,33.05,30.940233810276787,32.85726719148543,32.12726553093338,32.33326919215883
20190324,33.85,31.573734589256635,32.465441768646336,33.629123678963765,33.69081549621414
20190325,21.57,17.576522249672898,15.596807748885297,17.447091516187676,19.023101183338998
20190326,30.03,30.189883504360466,29.735945766569035,31.923585226530435,32.2201280357329
20190327,34.14,34.603015840550874,34.213352500669565,34.92959924922043,35.1527082121202
20190328,33.12,35.83000889526664,35.08664055487643,36.089002856858684,36.15268481975439
20190329,34.99,34.566574630079515,34.57118430159032,35.0193088015519,35.202628727418656
20190330,36.08,32.77047075156779,32.38576664611573,34.59844978651693,34.70615901919973
20190331,31.9,27.341703735038067,24.831699783105584,28.79564016419176,29.57780932868867
20190401,31.089999999999996,30.441850872323663,29.23231879623671,32.093504715651754,32.59793598899836
20190402,27.52,27.47114747560044,26.637895144425148,26.985248705336915,28.058562940712154
20190403,32.57,30.217755468522284,25.63331523701182,32.86485524303996,32.659851383891876
20190404,34.13,33.75091518377874,31.416641186877882,33.8697036350655,33.718314592702214
20190405,36.17,32.96363575394871,32.98415454469996,34.274857708484205,34.18193459915571
20190406,36.13,34.594507089479315,36.27747825092746,34.65273661817993,34.71140408221343
20190407,35.64,30.02952826571691,32.15240312788201,32.679782142562075,32.50787436455845
20190408,37.2,36.70632064920183,37.51701945176502,38.587357793929996,38.23039657284566
20190409,35.12,34.903204568273836,37.27914992446442,35.15157653205034,34.97782361414649
20190410,36.63,35.03601201554148,35.924968175150276,35.59320737048148,35.67551993974115
20190411,37.1,36.291532176685934,38.42586302354031,38.05606055671967,38.177174614074644
20190412,37.5,37.975158481495,39.92958695565899,39.58746014552884,39.6106569655404
20190413,39.45,36.51253424929272,37.19097666825004,36.32719550457337,36.49131263003666
20190414,37.23,32.63078691782401,31.3450997274778,31.530937090588157,31.589297397051126
20190415,37.99,32.95429488388494,33.11079196854913,33.76220348044302,33.951024716256676
20190416,35.06,33.30735787273983,35.97573176775913,34.70157035100044,34.78015914162856
20190417,35.36,34.66120063458203,36.036964053525004,36.00331633789115,36.0432994741176
20190418,35.06,34.989384417427324,34.806346146438216,34.085986740760404,34.58741579061625
20190419,32.07,35.92243635161655,34.950704893221804,34.368862433407976,34.302800308952655
20190420,31.5,36.969522916091556,34.76132319773352,36.36251158424659,36.46966066195527
20190421,33.22,36.45141131915527,33.69055744345548,33.97706035619567,34.073272371810404
20190422,5.51,29.748351568639293,27.358982260365774,25.875100926382327,26.275704549792785
20190423,-9.56,-18.548585210239743,-6.423563371241594,-18.263958291861922,-18.77238230800014
20190424,25.01,22.3499956355476,19.491779452800753,22.011474655690982,21.803156178690674
20190425,31.3,27.737315861451048,30.49351913750805,31.646526021436138,31.699453209712363
20190426,36.48,33.95457576937833,35.083636127923604,34.19732266996938,33.61501195572795
20190427,27.43,33.96719825411961,33.103606386642454,31.049841311480474,30.873943523681795
20190428,29.53,30.587175337766485,30.042821817905633,27.75884108225327,27.773182592749578
20190429,34.18,35.50288525679885,34.64644437821882,34.59697707879874,34.165957884924204
20190430,34.44,34.887160894032675,36.22468561450534,36.01734141033522,35.523856326693256
20190501,29.559999999999995,32.26682936151592,34.65074883462266,33.520680508642315,33.16392948520074
20190502,26.97,21.71187382363958,22.33441168598773,20.895237629230063,21.10825315569715
20190503,33.1,30.215795575461442,31.195826595754987,31.76765794185435,31.946218498697995
20190504,34.98,30.717729030659417,30.37978159209381,34.5053512562377,34.43826704543301
20190505,29.04,33.03898916865456,33.51262597982628,33.05522770004352,32.95657224267247
20190506,33.07,29.50814393436452,30.455891353202958,29.105446040326292,29.41528987597342
20190507,40.03,37.170834840571914,38.034008913873,39.498273572021006,39.27680683827823
20190508,35.08,38.61747951310498,37.610892194521064,36.12392001432416,35.938395198502846
20190509,33.1,34.684305704967265,33.3474856035043,30.844477874427987,30.650382312544203
20190510,37.17,37.833407299858315,37.149421171867054,36.27110059086769,36.50597205996592
20190511,37.16,36.84081165651516,37.54766829083788,39.03298505813966,38.96720944307021
20190512,20.91,30.249426037911167,28.825042743039386,25.995862561148346,26.98081313250118
20190513,30.43,30.76856854745322,31.015675303814056,28.970378904864884,29.009928872529457
20190514,35.6,34.03151698360055,36.67790289032632,35.84999832933634,35.94943715011997
20190515,34.38,32.26861548258647,35.9095545355691,35.8901654265839,36.03047215775884
20190516,33.09,32.20929966296287,34.1245362313979,33.29618838552257,33.31562833158221
20190517,34.0,35.428847996127914,34.66799818670278,34.62155099866256,34.82739809178213
20190518,34.76,34.39599376651579,34.90782768592751,34.588546533155636,34.75689760124398
20190519,34.3,31.766432879319446,33.405338060507574,33.97746325215455,34.04603542878372
20190520,33.77,33.719611568174315,34.96514489906527,35.40258704045429,35.17948952916112
20190521,32.37,31.133733504887267,32.98656413348316,31.263977452161846,31.70129483966432
20190522,29.610000000000003,31.879911824723052,30.38012118937712,28.526543489973484,29.259628135493017
20190523,33.03,37.285138468356266,36.899431043331305,35.92855090779285,36.05144467741602
20190524,34.79,33.565481329565806,35.967034440463465,33.96108375425579,34.11015102167489
20190525,33.84,31.250571647787858,34.07693192235854,34.93719625761757,34.98621051285698
20190526,23.06,28.73886180224995,29.35134509579432,29.10893252570755,29.487238332355627
20190527,19.65,28.430335783240412,26.57062138120046,22.077038077474622,23.005352456680733
20190528,34.22,35.49836059839644,34.78189553134008,35.40264089796626,35.483432759307725
20190529,32.05,33.61024864780347,32.59239145339459,30.96926986222872,31.407109989553412
20190530,4.63,23.859276723089568,28.182427498500108,20.373905303460866,21.437438936956386
20190531,27.95,23.49036336996014,24.56418382839687,24.803758796171152,24.73986288905542
20190601,25.53,24.448334030226057,28.867210531437326,29.03396045062658,29.29410614727384
20190602,27.79,17.261952776514494,21.85784725440799,24.685132341367016,25.133556656984968
20190603,19.64,26.35714151367234,23.78014669417493,22.74287942093651,23.690310287436972
20190604,32.83,32.56004520897052,31.775265232951973,35.65086733851014,35.23271126433396
20190605,25.31,24.85312984196299,27.108595386360737,25.215882894086526,25.706440111003946
20190606,24.06,26.600170927530872,23.797695803650235,21.69201854556986,22.359791524932326
20190607,32.09,31.43917645902551,34.13126662066854,35.51779388392878,34.670598642963974
20190608,-44.93,-8.547613329790536,1.7658434372796676,4.823282820277813,7.299047118265813
20190609,10.98,12.338428922860158,8.705225511167907,5.7234392341739815,5.718954856704513
20190610,27.01,10.771469908790136,18.77257437482452,21.159167836858046,20.79548071958759
20190611,25.920000000000005,25.398105983884772,23.194455193747118,29.81701472067838,30.01687147947566
20190612,32.87,30.202020509649593,30.04381010218126,34.10074050493981,33.32477925176923
20190613,28.32,25.944571794910097,27.302283799642623,29.14781119007157,29.121023803077254
20190614,28.889999999999997,30.99294771254867,30.13191438830781,31.330712736854345,30.95799875027144
20190615,26.6,25.39832972813445,24.14916157069593,26.155705370912095,25.964295234161803
20190616,25.07,24.37351322485717,24.48739099505057,25.962830121728633,25.917081219229345
20190617,29.49,30.108101282952468,30.059096594545373,30.304064524257207,30.336731373175315
20190618,30.96,30.249485214011145,30.100203961994048,30.73551238670684,30.763766706026864
20190619,33.62,29.854299155695152,29.244554513332503,31.581801636818987,31.280854238437275
20190620,28.54,26.97173057926687,27.467692193420806,28.393579049676134,28.845699673066456
20190621,33.42,31.625021969809602,30.904682806063835,31.926921405924496,31.579631004096864
20190622,29.3,31.17226188034377,29.815883169004145,29.803833726128367,30.140293671572238
20190623,21.81,21.71596628729183,21.428415788410003,20.345530084137714,21.33410288137016
20190624,22.22,16.815717913550547,17.363852395147774,19.195747801240017,19.803657388980252
20190625,22.86,25.88415072657701,25.009103693948457,23.646045344051288,23.991797423617903
20190626,31.079999999999995,30.39086695259573,29.82013083998451,31.71722995820819,31.040292178017733
20190627,27.059999999999995,21.769745409189387,22.863843552792662,23.11491181996216,23.64021550624165
20190628,32.8,33.8341455415596,32.460441181522015,33.001942176129226,32.46642934129858
20190629,29.52,34.85725727987486,31.937735923315604,32.02758879553769,32.37984310854786
20190630,14.919999999999998,20.667185617754335,17.334369973002488,15.740991077419555,17.531764027218134
20190701,26.04,26.487500713146325,26.132405341018803,27.733058160144765,27.57052089556107
20190702,24.91,20.29360331900759,23.713811283021283,22.983520923956988,23.983198010750435
20190703,28.01,31.447394758671663,33.23913140694934,31.499345225789977,31.194498176729223
20190704,29.73,27.402624250812885,28.32186610770025,27.374169129478833,27.993361579443466
20190705,27.9,28.276166291677658,29.988857498544082,26.87258758893887,27.446702660588677
20190706,30.01,28.211740150049962,28.172608590409357,30.436365610052597,30.709147000881813
20190707,23.36,16.173793734914348,17.20061662428823,19.0447764655761,20.12375296968247
20190708,30.04,27.284075902975616,27.635366155552568,26.52841915994228,27.191621228123257
20190709,29.95,31.116313900611182,31.799492491060203,29.7328984464775,30.26017855061243
20190710,33.3,32.9728275085464,33.7847654485848,33.05452750086814,33.23677178961724
20190711,35.0,35.81938313107621,38.08217771202116,37.101579268957686,37.00545336176831
20190712,37.68,35.38068954400472,37.599888788543105,36.17709106603034,36.009453554583374
20190713,37.02,31.25369973338788,33.190919204478085,32.30723583323736,32.469013271889125
20190714,32.15,31.63256100073478,33.30942149166827,30.330971890558043,30.919601709989955
20190715,34.93,33.627037698567094,34.911649269533356,32.8609425668552,33.03529210531916
20190716,33.13,31.837503233614562,33.94298833314675,32.827994728141334,32.97810585281828
20190717,37.9,37.4134096903007,38.63610494420905,39.63428569401992,39.58204972777154
20190718,37.68,36.98054208387093,38.32333082366705,38.552353237163445,38.57083249211142
20190719,36.68,35.83662766855681,37.664192770952646,37.14749705650756,37.12612620062937
20190720,34.36,31.911562366496412,33.792380581121385,33.54603077893286,33.63518333405555
20190721,30.0,27.647380066225573,26.508312909124367,24.669902094197425,26.10932212811634
20190722,34.16,34.205917642377834,34.378810786324365,34.0562800845954,34.16902581731732
20190723,36.32,36.83712674740186,37.868261219990046,37.42036149081021,37.4315082171075
20190724,37.94,35.70406756529498,36.55418122906334,36.55126713806716,36.68283956961416
20190725,38.9,38.70353332996889,39.34001749712739,42.70632381574501,42.192419411515026
20190726,36.37,32.846159910986145,34.48497337369005,35.274952978851466,35.064499614024626
20190727,35.1,30.116119582974886,30.462845989620767,32.53436671308316,32.3541271694185
20190728,27.1,30.803649210264105,30.084852643827787,30.07291701721307,30.215049643854638
20190729,32.7,34.619852645214735,35.06392919303057,33.454596335460536,33.54889861798024
20190730,38.16,36.503871770964096,38.84043333969586,38.36266194663718,38.098750337301404
20190731,36.19,36.01047021627574,35.25546077359795,33.74118847529911,33.96529995451598
20190801,37.37,37.421184620924684,37.80227403506696,36.8229837217876,36.66144713013252
20190802,38.1,37.49397749787138,39.179208177911065,39.3420834188528,38.915302411037466
20190803,36.85,36.39045956027844,36.26952056225329,35.80130366510714,35.45475795029891
20190804,35.91,32.62890159679686,34.74651872805551,32.50295062035784,32.61974566742152
20190805,35.93,34.924809094806776,36.60383786478114,34.979369051314556,35.0668767068604
20190806,34.61,36.46290927867344,35.803104887165475,34.6619126454554,34.632958216439725
20190807,34.84,36.41401309416888,36.06532070549134,34.95199111626824,34.87238228817831
20190808,28.75,33.34036121042986,31.24640453032608,30.048720180343707,30.154037478022353
20190809,33.02,34.61103562364746,34.842295973384175,35.938086374743285,35.34733295379157
20190810,25.0,25.77504006499255,19.670369857225857,18.7023382072296,20.16819736106928
20190811,13.13,19.85589928547546,17.30653227952731,15.911163111825095,17.69588663342238
20190812,28.1,24.891330656370023,28.06796867141543,27.284081025135816,27.216516102204118
20190813,33.19,32.2953086386692,32.636254887235715,33.33071727156623,33.1671722513293
20190814,29.68,34.08244606223419,30.67679384294978,31.93749957923054,31.777309834125095
20190815,23.18,28.881735305262556,25.211656467697175,20.72743970857022,21.773237585607827
20190816,25.65,27.539850899009906,27.63253999935307,28.906094272169305,28.64980752296318
20190817,12.77,21.863619507904605,19.867097663649556,14.35293176938335,16.097307442736877
20190818,28.940000000000005,21.603182216455714,25.75810111138633,26.33792305403398,25.600596213180314
20190819,27.059999999999995,24.6957526545874,24.38315433215416,25.501652733426752,25.705813568199062
20190820,30.079999999999995,29.883509986208395,30.04290476606274,32.03584286262607,31.487263047364745
20190821,31.93,32.30871161533837,32.888986928798,32.625451773517526,32.40786609187589
20190822,29.410000000000004,31.5728983027244,31.107983066817305,29.68324761272562,29.81799455313955
20190823,30.380000000000003,29.9526486849956,30.21091685798519,29.859719403622808,29.50285146253082
20190824,30.03,30.023311918893643,28.63352224954785,28.76841935543961,28.578084665590087
20190825,26.119999999999997,25.52991057889421,24.83187548383281,26.58612367601602,26.666945313745856
20190826,32.63,30.04659165877886,30.28740913964965,33.009812367066154,32.251558622055015
20190827,34.96,35.329524764407,33.895814514482836,36.53204376350594,36.364142761715456
20190828,35.35,34.18914408323745,34.178100904352334,35.45686784077352,35.2247216214045
20190829,34.39,34.2006080966749,35.53862540193422,37.5683263855636,37.301898811448865
20190830,34.08,34.872389710521915,34.24280549527151,34.257281135685474,34.16297771127127
20190831,30.3,33.836590879990595,32.29705413810622,31.438185992660294,31.55782683966861
20190901,25.29,26.17488677775858,24.43966498227085,24.205491220004454,24.548998003240406
20190902,25.630000000000003,27.736965617016267,29.771136026029673,28.72172182385478,28.58877045439349
20190903,24.1,27.302232264133853,28.062047036100076,27.282400281653583,27.545894428077037
20190904,28.829999999999995,29.347707978307806,29.32628820122727,30.099948118699302,29.591844023963308
20190905,24.66,25.931707716487693,26.84029718822086,24.670355532822526,24.603933739678713
20190906,25.670000000000005,25.852577592725833,26.308000360672544,28.245014189304253,27.817226906179137
20190907,29.45,30.317578781422377,30.35115357726935,31.23211177252234,31.10984932966459
20190908,31.920000000000005,32.50762837037553,31.692730042406243,30.92138048269876,30.616502833613545
20190909,32.44,33.86539377193744,34.27634127427717,33.31379547458069,32.923982132891005
20190910,29.9,29.164849979223316,28.931818039453823,26.79572461070412,27.24282254340944
20190911,29.9,28.953562084652596,29.860665543268038,29.363135083506496,28.616024001433175
20190912,28.03,27.767894964392962,29.938483999305088,30.653967027658403,30.03829170908624
20190913,27.05,25.99790900558824,26.86636473702214,25.059507177906188,25.72365234333909
20190914,31.93,34.38008733450892,33.79407307779858,34.12093078413288,33.73609854937126
20190915,16.29,26.034206546571703,23.199236799237124,14.803714607427812,17.636178256330545
20190916,30.920000000000005,29.670308578180578,31.972743335407575,34.36030759614256,33.58300807376247
20190917,30.57,28.990152680933193,30.63586653229431,31.443842556735984,30.91183462467966
20190918,27.7,19.798073537862784,23.82218753034089,27.20936523323556,27.35699288251872
20190919,31.43,31.35738756816473,29.686004277682464,33.91964005924677,33.577319697261714
20190920,36.13,34.20418631095919,33.976657632651474,36.13317645778887,35.618545424511936
20190921,31.97,30.622972086575015,32.76158989360337,30.099822040825092,30.28935350494249
20190922,29.869999999999997,26.1105573094207,27.20374412332265,24.28693680457355,24.596707712903957
20190923,27.24,28.782342359192597,28.45766377085088,31.046929074910206,30.741111721156045
20190924,36.33,33.91934348890892,34.65090499035707,36.485502768036135,35.881168059397105
20190925,34.9,34.86142667546565,34.11072100063611,35.1926232063577,34.99655715494202
20190926,32.12,32.389499473323255,33.211558367727605,32.75269217887946,32.49626627655615
20190927,28.869999999999997,28.165978815970796,28.44588856257382,29.067094948363312,29.01603742442906
20190928,22.94,19.233187327713246,21.238549610215575,17.417214933929753,19.03459748873057
20190929,13.960000000000003,21.96021627268625,16.963114905249146,13.11738153720736,13.630605473365517
20190930,-32.38,-9.524242145303992,-15.851140749447353,-17.532083520056773,-14.018411813292824
20191001,30.130000000000003,28.078990034965084,26.218073925952076,30.420703393840352,29.714412043065522
20191002,32.95,31.075449510483924,30.309070779777755,31.263812624213216,31.34511328259621
20191003,26.43,25.962189989616924,24.78614711332788,25.682596955312608,26.3883827863548
20191004,32.59,33.48165658422505,32.5264610415157,31.846790735414707,31.79932617819828
20191005,27.329999999999995,25.647608027260087,22.137598063020853,23.121909016116263,24.103821559830468
20191006,27.0,31.969695051119476,30.53498821567178,28.981298760398964,28.67902552318835
20191007,27.059999999999995,29.918112938405063,29.712933523726058,33.369684061879425,32.491839715242826
20191008,22.02,24.63095790136883,21.946929748331268,18.99578667233358,20.16708390337041
20191009,21.92,20.626086568668097,17.84105191967863,16.997599734268128,18.16737952706459
20191010,18.95,19.723364647990383,18.626322304324738,18.438278394980102,19.70172297559296
20191011,14.539999999999997,15.13485827005032,14.108127414084299,12.64347260895154,13.972232129836339
20191012,5.8,8.654702830942384,9.446145239444755,8.362133753648033,8.656841192325292
20191013,25.12,25.866653200252927,26.652041198403232,24.35765746479715,24.045332270220136
20191014,16.0,21.62342331227926,20.67349273596824,14.118056235003644,13.9804863449361
20191015,25.0,28.52822869215588,26.959741317178292,27.155939815664055,26.274688220522524
20191016,29.0,29.888379414263774,29.15179772162552,28.0148478380432,28.21719235356138
20191017,28.43,27.288083634562422,26.440424356710828,27.013235534927116,27.087955609882055
20191018,30.110000000000003,29.870187823487157,28.68560231199286,28.742930635074522,29.002227522946573
20191019,24.2,23.478599960519208,23.556282191319337,24.498678088055478,24.829988442342774
20191020,26.51,28.711560837395574,30.161337185834338,30.506507454273702,30.024421624959142
20191021,25.7,27.901955164491717,29.153070609835073,29.1470629958274,29.233253477265162
20191022,33.69,33.2515023469798,33.3176854477921,35.826308922158695,35.61868730441716
20191023,30.389999999999997,34.70637766327599,34.601884888214215,35.43673124276003,35.318636832066446
20191024,30.059999999999995,30.151474840591664,30.239730909993284,30.879335083571686,31.126416775600774
20191025,25.2,21.827100068913186,20.495169557375476,22.88290154545068,23.504651952217838
20191026,8.55,16.925598979853742,14.140605746771564,6.571013772168951,10.452454791662841
20191027,5.5,9.167586602336183,5.959643985609416,3.0147490926100433,4.684522706839654
20191028,27.93,23.94187302481952,24.348834273819644,23.18949688611657,23.870708956332084
20191029,35.17,35.520384460090256,34.88856442810133,36.29814723388972,35.87231866600691
20191030,36.15,35.50905833534559,35.748036520500605,38.03350669878213,37.66578252624168
20191031,33.86,34.45480256021871,34.16945797655886,35.928057197724094,35.62011970285775
20191101,26.170000000000005,31.14586379488812,29.554975509426544,31.13532958210913,31.063746144063806
20191102,18.99,15.134965655631865,17.648173452721334,18.453977264066708,19.153238391894796
20191103,4.49,17.93538326161485,19.437868682743023,20.22114525302269,20.932310311306317
20191104,22.85,23.390780771413517,24.565077250201774,24.179769218182624,23.90868968488047
20191105,26.04,29.50191376285169,29.003791374593487,28.001362024966863,27.996736679455815
20191106,34.45,34.19046857063811,34.15831900648366,35.4020042766486,35.07234498672258
20191107,32.98,35.825944252231,35.516835911723575,36.75910076966774,36.115211226642955
20191108,33.19,28.829745370572788,30.668624911378117,34.20763337904192,33.98947342155165
20191109,36.2,32.75394827265852,31.90057762685344,33.493807761967076,33.344740019574076
20191110,33.86,30.11090529501838,28.433090995146564,32.65096260827726,32.801624457051446
20191111,34.8,31.171570368885966,30.650462934359616,33.99947691669897,33.707870024812436
20191112,32.3,22.600833132997593,24.01597456255127,27.613936768446315,27.15645938272176
20191113,35.13,29.565021850199702,31.35140040323834,33.97448490514607,33.67437896736715
20191114,35.77,34.13798714925137,37.29038911175095,37.05432294881122,36.61491372248367
20191115,25.41,27.21466022710976,26.46518364570258,24.61896603188042,25.565056205701072
20191116,37.32,32.2881439705369,34.725573597018055,37.22479406577195,37.016841267577334
20191117,32.86,27.767688082786673,28.868376503458343,28.695029431658252,28.83465996766143
20191118,29.68,28.749800940693994,31.50623488092515,29.341847882045613,29.33064914482939
20191119,27.73,28.003797661971134,27.115886716966507,24.152644117446666,24.835915170728377
20191120,39.5,39.42236796783234,40.05471401085812,40.70687062247725,40.129166298933896
20191121,38.39,38.2013343872365,37.92996248696221,37.94280169071132,37.58881670832219
20191122,35.59,35.4776559491758,35.967212270289124,35.2316872238807,34.79945908074177
20191123,22.89,28.072728170982753,27.311434599319007,24.388465402790313,25.521216993358955
20191124,10.19,24.19052567904958,25.127979367356755,23.978238228329012,24.12298165823803
20191125,35.38,32.195287214957666,32.13469012083706,37.64843198540685,37.181984036826556
20191126,35.98,36.17966259884134,36.549596125625214,36.162432715915514,36.0541607191054
20191127,31.65,31.89728142824788,32.23618462350801,31.29560985723841,31.338543885534385
20191128,11.75,20.035759204477515,19.25996653090179,15.294268886280202,16.59872693179835
20191129,27.559999999999995,17.415766935100557,18.181703526764696,20.928160055770256,20.87140357123165
20191130,35.39,31.25146127605002,32.714429103818716,32.81164732150281,32.728307466932804
20191201,35.86,33.579931000598336,33.219382851451606,32.97397897756865,33.075444959124205
20191202,35.4,32.54001770851487,31.436301274304874,30.022956598615984,30.262532914491352
20191203,39.49,38.63487635234457,36.74173213828569,39.50683562374434,39.398525991599215
20191204,36.87,37.38267135030988,34.05840779946544,36.002093575276334,35.97049160404601
20191205,35.56,34.46541144254888,35.3797625722042,35.701076080232326,35.178985738471624
20191206,19.14,23.226491538981943,18.66259109432384,14.377166630387677,16.233805008992007
20191207,-7.17,17.147990517106614,10.590514726275686,6.308495441663967,7.7256597540282765
20191208,-39.98,12.758576662030185,12.060204347159786,0.3748098170080638,4.412680696966488
20191209,-12.76,-36.02149169247641,-25.246434055478414,-33.27291162005951,-31.09623079439036
